date,product_id,quantity,price,customer_id,category
2023-08-28,68,31,805.0,434,Sports
2023-08-29,55,9,543.77,837,Books
2023-08-30,75,29,318.19,926,Electronics
2023-08-31,56,14,614.23,376,Electronics
2023-09-01,17,40,718.99,344,Electronics
2023-09-02,38,41,279.9,443,Books
2023-09-03,24,22,419.41,579,Sports
2023-09-04,69,11,130.67,75,Electronics
2023-09-05,98,23,189.34,557,Sports
2023-09-06,70,1,684.31,772,Books
2023-09-07,86,46,189.62,666,Sports
2023-09-08,11,37,529.91,155,Books
2023-09-09,16,21,711.96,430,Books
2023-09-10,97,26,115.81,363,Home
2023-09-11,73,46,571.64,448,Books
2023-09-12,59,36,264.0,987,Books
2023-09-13,70,23,963.3,234,Clothing
2023-09-14,80,1,488.71,563,Electronics
2023-09-15,93,40,807.93,818,Home
2023-09-16,3,15,554.72,262,Home
2023-09-17,20,21,52.98,827,Home
2023-09-18,59,47,636.82,125,Clothing
2023-09-19,36,9,951.89,911,Books
2023-09-20,19,9,605.6,245,Electronics
2023-09-21,90,10,821.0,542,Sports
2023-09-22,67,26,885.36,938,Books
2023-09-23,19,41,235.8,485,Clothing
2023-09-24,20,35,219.92,122,Books
2023-09-25,96,25,614.87,125,Books
2023-09-26,71,26,416.92,549,Clothing
2023-09-27,52,11,841.46,170,Home
2023-09-28,33,38,901.02,124,Home
2023-09-29,40,2,359.89,869,Electronics
2023-09-30,39,7,244.5,35,Electronics
2023-10-01,82,18,782.72,87,Home
2023-10-02,1,27,282.06,646,Sports
2023-10-03,11,34,824.39,708,Books
2023-10-04,92,27,429.5,786,Sports
2023-10-05,57,17,670.87,201,Books
2023-10-06,89,43,104.58,369,Home
2023-10-07,50,44,627.62,797,Electronics
2023-10-08,23,24,457.25,77,Electronics
2023-10-09,31,25,590.74,59,Sports
2023-10-10,94,7,176.33,431,Electronics
2023-10-11,42,6,739.51,638,Home
2023-10-12,99,24,864.17,500,Sports
2023-10-13,7,33,224.57,913,Books
2023-10-14,16,49,104.76,109,Electronics
2023-10-15,90,29,33.4,736,Clothing
2023-10-16,60,43,645.55,278,Electronics
2023-10-17,2,22,611.02,68,Books
2023-10-18,1,26,551.23,69,Sports
2023-10-19,48,28,239.63,165,Books
2023-10-20,12,50,397.0,489,Clothing
2023-10-21,69,21,598.53,305,Home
2023-10-22,37,49,501.8,909,Electronics
2023-10-23,32,7,987.91,674,Sports
2023-10-24,9,17,145.08,365,Home
2023-10-25,99,20,698.19,854,Books
2023-10-26,19,41,410.28,821,Sports
2023-10-27,48,49,433.92,379,Home
2023-10-28,80,20,720.42,343,Sports
2023-10-29,3,22,695.51,947,Clothing
2023-10-30,20,28,991.34,899,Clothing
2023-10-31,24,40,137.11,554,Electronics
2023-11-01,54,49,113.07,354,Electronics
2023-11-02,33,7,727.1,416,Clothing
2023-11-03,24,1,582.6,109,Sports
2023-11-04,75,32,281.42,563,Clothing
2023-11-05,72,13,88.63,762,Electronics
2023-11-06,36,30,94.8,497,Clothing
2023-11-07,38,23,895.25,341,Clothing
2023-11-08,84,19,199.95,942,Sports
2023-11-09,99,32,330.14,383,Home
2023-11-10,89,30,234.39,533,Electronics
2023-11-11,99,29,361.45,300,Sports
2023-11-12,25,49,78.73,139,Clothing
2023-11-13,93,45,523.87,359,Clothing
2023-11-14,18,29,76.94,836,Home
2023-11-15,82,30,802.35,499,Electronics
2023-11-16,66,16,241.37,385,Electronics
2023-11-17,54,40,544.61,604,Books
2023-11-18,35,19,881.28,959,Electronics
2023-11-19,80,18,654.37,280,Home
2023-11-20,61,1,537.63,637,Books
2023-11-21,41,14,331.09,483,Books
2023-11-22,100,47,339.67,909,Clothing
2023-11-23,33,50,672.79,111,Clothing
2023-11-24,68,2,994.2,866,Electronics
2023-11-25,33,28,665.22,139,Books
2023-11-26,14,49,562.21,996,Clothing
2023-11-27,21,50,733.34,435,Home
2023-11-28,48,30,470.55,509,Clothing
2023-11-29,20,38,69.54,273,Clothing
2023-11-30,8,4,566.67,99,Books
2023-12-01,7,1,958.05,764,Books
2023-12-02,67,8,183.55,850,Sports
2023-12-03,17,29,693.1,104,Home
2023-12-04,33,39,208.92,214,Books
2023-12-05,48,3,540.47,761,Electronics
2023-12-06,76,32,105.71,664,Home
2023-12-07,59,10,455.87,762,Home
2023-12-08,86,10,758.6,787,Books
2023-12-09,22,19,354.1,165,Home
2023-12-10,30,46,668.26,999,Books
2023-12-11,38,34,797.5,853,Clothing
2023-12-12,51,33,927.91,520,Sports
2023-12-13,54,23,242.3,284,Clothing
2023-12-14,8,28,405.32,517,Books
2023-12-15,27,32,160.89,657,Books
2023-12-16,27,50,992.56,613,Clothing
2023-12-17,98,7,927.73,164,Electronics
2023-12-18,21,29,544.56,886,Electronics
2023-12-19,30,8,843.61,659,Electronics
2023-12-20,97,1,525.75,64,Books
2023-12-21,28,3,627.35,91,Home
2023-12-22,64,24,98.23,117,Books
2023-12-23,97,23,757.72,866,Home
2023-12-24,69,8,136.44,267,Clothing
2023-12-25,61,47,827.81,822,Sports
2023-12-26,48,37,784.21,685,Home
2023-12-27,19,3,711.66,559,Electronics
2023-12-28,4,33,45.8,140,Books
2023-12-29,35,28,310.1,246,Clothing
2023-12-30,64,47,270.48,661,Electronics
2023-12-31,49,8,366.54,758,Clothing
2024-01-01,17,34,96.77,395,Sports
2024-01-02,44,35,937.59,487,Books
2024-01-03,92,32,558.26,476,Books
2024-01-04,30,24,312.47,517,Sports
2024-01-05,93,14,403.01,977,Books
2024-01-06,46,32,452.73,184,Home
2024-01-07,6,46,604.59,20,Clothing
2024-01-08,99,43,520.52,937,Electronics
2024-01-09,37,16,920.2,558,Sports
2024-01-10,24,4,501.99,524,Home
2024-01-11,93,37,992.24,582,Electronics
2024-01-12,46,21,852.91,529,Electronics
2024-01-13,53,14,216.43,883,Sports
2024-01-14,95,31,931.29,147,Home
2024-01-15,99,48,125.2,666,Electronics
2024-01-16,60,18,819.28,304,Electronics
2024-01-17,97,7,386.82,620,Home
2024-01-18,63,10,879.19,748,Books
2024-01-19,85,7,869.38,820,Electronics
2024-01-20,32,33,807.87,864,Clothing
2024-01-21,87,23,792.13,582,Home
2024-01-22,33,21,311.63,695,Electronics
2024-01-23,67,19,90.11,762,Sports
2024-01-24,18,48,408.95,228,Clothing
2024-01-25,25,19,181.79,102,Electronics
2024-01-26,95,36,698.0,587,Clothing
2024-01-27,54,29,352.64,417,Clothing
2024-01-28,58,18,975.85,958,Books
2024-01-29,67,2,644.56,216,Clothing
2024-01-30,46,1,824.26,407,Books
2024-01-31,24,47,141.2,399,Home
2024-02-01,32,5,863.39,923,Books
2024-02-02,47,20,923.53,715,Sports
2024-02-03,86,11,492.19,704,Electronics
2024-02-04,23,42,610.19,761,Home
2024-02-05,66,2,767.16,499,Home
2024-02-06,27,3,183.09,754,Sports
2024-02-07,2,23,507.54,465,Books
2024-02-08,90,12,404.68,691,Electronics
2024-02-09,17,20,154.91,949,Books
2024-02-10,33,5,373.86,974,Clothing
2024-02-11,9,37,77.49,731,Books
2024-02-12,43,38,35.55,82,Home
2024-02-13,48,30,143.81,604,Electronics
2024-02-14,39,9,963.48,947,Books
2024-02-15,93,34,554.03,687,Electronics
2024-02-16,42,44,966.16,751,Electronics
2024-02-17,26,35,438.17,772,Clothing
2024-02-18,99,22,318.7,903,Clothing
2024-02-19,50,44,511.08,365,Home
2024-02-20,25,24,445.12,163,Sports
2024-02-21,24,17,114.61,48,Electronics
2024-02-22,13,10,644.42,511,Sports
2024-02-23,60,30,223.88,329,Home
2024-02-24,7,46,623.39,840,Electronics
2024-02-25,57,23,653.7,116,Electronics
2024-02-26,36,32,160.5,941,Sports
2024-02-27,45,17,70.74,849,Books
2024-02-28,20,50,782.95,337,Clothing
2024-02-29,65,17,465.2,881,Books
2024-03-01,8,14,67.58,737,Sports
2024-03-02,16,9,994.92,864,Clothing
2024-03-03,14,40,67.2,840,Books
2024-03-04,76,2,698.08,147,Clothing
2024-03-05,87,45,983.84,575,Electronics
2024-03-06,15,25,246.79,806,Books
2024-03-07,92,39,150.83,323,Clothing
2024-03-08,98,9,130.17,443,Clothing
2024-03-09,66,22,310.24,837,Clothing
2024-03-10,32,43,110.04,13,Books
2024-03-11,87,46,695.24,943,Home
2024-03-12,63,4,71.67,494,Books
2024-03-13,86,26,514.33,701,Sports
2024-03-14,51,29,996.73,287,Books
2024-03-15,25,45,815.83,720,Clothing
2024-03-16,58,34,619.07,114,Electronics
2024-03-17,63,23,313.19,480,Books
2024-03-18,62,37,627.66,22,Books
2024-03-19,22,11,531.77,349,Clothing
2024-03-20,58,6,431.82,726,Electronics
2024-03-21,58,18,139.4,683,Electronics
2024-03-22,86,21,887.74,835,Sports
2024-03-23,49,42,455.29,566,Books
2024-03-24,52,36,202.68,906,Electronics
2024-03-25,42,41,374.08,810,Electronics
2024-03-26,70,38,419.99,320,Home
2024-03-27,15,34,829.26,126,Home
2024-03-28,54,17,736.28,277,Electronics
2024-03-29,60,37,771.61,976,Sports
2024-03-30,97,25,20.92,204,Electronics
2024-03-31,8,38,421.99,194,Clothing
2024-04-01,53,12,486.53,681,Books
2024-04-02,60,23,29.0,664,Sports
2024-04-03,5,42,267.22,547,Clothing
2024-04-04,68,22,762.69,696,Sports
2024-04-05,6,21,145.74,286,Clothing
2024-04-06,96,27,539.96,57,Books
2024-04-07,94,31,223.05,734,Books
2024-04-08,47,6,22.0,303,Home
2024-04-09,99,27,248.79,163,Clothing
2024-04-10,55,40,976.12,19,Home
2024-04-11,40,34,803.52,370,Clothing
2024-04-12,52,12,959.98,264,Home
2024-04-13,16,45,492.98,794,Books
2024-04-14,13,7,118.64,113,Sports
2024-04-15,30,10,552.48,488,Home
2024-04-16,19,45,459.83,327,Clothing
2024-04-17,17,17,845.91,542,Clothing
2024-04-18,63,26,107.1,647,Books
2024-04-19,19,21,493.36,579,Clothing
2024-04-20,92,28,158.55,65,Electronics
2024-04-21,58,46,331.43,292,Sports
2024-04-22,55,2,739.98,25,Home
2024-04-23,90,43,481.26,549,Sports
2024-04-24,90,1,382.13,1,Books
2024-04-25,62,36,400.53,911,Home
2024-04-26,23,26,464.85,549,Home
2024-04-27,9,29,787.17,141,Electronics
2024-04-28,12,21,893.16,744,Books
2024-04-29,1,11,955.78,648,Clothing
2024-04-30,58,40,789.03,901,Electronics
2024-05-01,1,11,322.25,188,Electronics
2024-05-02,34,36,691.25,128,Sports
2024-05-03,96,49,443.23,201,Sports
2024-05-04,48,39,262.12,127,Sports
2024-05-05,89,40,842.46,257,Electronics
2024-05-06,1,35,48.04,676,Clothing
2024-05-07,16,34,902.74,547,Home
2024-05-08,61,47,466.86,194,Sports
2024-05-09,64,24,640.83,703,Clothing
2024-05-10,63,22,662.76,104,Books
2024-05-11,69,5,896.17,535,Sports
2024-05-12,22,33,640.3,265,Home
2024-05-13,93,36,617.79,802,Books
2024-05-14,67,47,75.99,942,Books
2024-05-15,76,20,523.22,974,Home
2024-05-16,26,19,158.67,384,Sports
2024-05-17,16,35,740.06,260,Electronics
2024-05-18,51,43,517.1,414,Home
2024-05-19,86,17,683.43,991,Home
2024-05-20,57,45,51.26,358,Home
2024-05-21,29,43,93.94,75,Books
2024-05-22,78,34,719.16,355,Clothing
2024-05-23,92,9,81.36,584,Electronics
2024-05-24,69,26,80.54,771,Sports
2024-05-25,47,2,21.99,910,Sports
2024-05-26,94,9,956.94,188,Clothing
2024-05-27,62,9,740.13,973,Home
2024-05-28,69,40,359.72,685,Electronics
2024-05-29,76,17,303.57,992,Sports
2024-05-30,16,1,356.21,290,Sports
2024-05-31,90,25,776.91,45,Home
2024-06-01,90,43,664.76,573,Clothing
2024-06-02,48,40,193.34,83,Electronics
2024-06-03,85,42,182.37,123,Clothing
2024-06-04,39,25,107.41,358,Clothing
2024-06-05,100,39,663.7,528,Electronics
2024-06-06,33,35,766.73,66,Electronics
2024-06-07,94,3,272.4,936,Sports
2024-06-08,23,50,30.74,657,Sports
2024-06-09,10,37,91.35,375,Electronics
2024-06-10,69,44,968.18,162,Books
2024-06-11,100,44,302.49,746,Sports
2024-06-12,34,30,771.53,380,Books
2024-06-13,52,38,628.42,656,Electronics
2024-06-14,95,34,388.12,358,Sports
2024-06-15,10,12,213.63,188,Clothing
2024-06-16,19,19,130.17,322,Electronics
2024-06-17,58,37,618.86,450,Home
2024-06-18,96,44,776.89,474,Books
2024-06-19,1,49,647.47,13,Electronics
2024-06-20,69,17,535.0,184,Electronics
2024-06-21,4,10,51.53,111,Sports
2024-06-22,16,49,968.8,927,Sports
2024-06-23,24,47,800.73,508,Sports
2024-06-24,80,12,299.89,290,Home
2024-06-25,2,16,980.17,295,Sports
2024-06-26,92,24,605.86,451,Electronics
2024-06-27,32,19,586.6,904,Sports
2024-06-28,91,8,750.59,215,Clothing
2024-06-29,84,31,813.65,974,Sports
2024-06-30,24,21,659.91,632,Home
2024-07-01,12,17,136.81,894,Clothing
2024-07-02,50,23,344.88,567,Electronics
2024-07-03,35,37,928.8,27,Electronics
2024-07-04,33,16,232.37,630,Books
2024-07-05,33,6,378.45,733,Clothing
2024-07-06,61,8,437.76,231,Books
2024-07-07,51,25,445.01,565,Clothing
2024-07-08,43,18,616.81,807,Clothing
2024-07-09,12,25,943.65,321,Home
2024-07-10,67,12,248.29,913,Books
2024-07-11,65,15,130.29,233,Home
2024-07-12,33,26,205.5,670,Clothing
2024-07-13,40,41,888.06,437,Electronics
2024-07-14,74,45,649.35,781,Clothing
2024-07-15,43,26,293.05,533,Home
2024-07-16,44,47,817.79,403,Books
2024-07-17,29,32,862.76,53,Books
2024-07-18,13,10,848.05,787,Home
2024-07-19,12,16,919.74,313,Books
2024-07-20,95,7,259.72,281,Sports
2024-07-21,46,17,757.49,726,Electronics
2024-07-22,2,23,465.93,31,Electronics
2024-07-23,35,26,843.58,337,Electronics
2024-07-24,87,21,731.21,183,Books
2024-07-25,81,22,778.68,23,Books
2024-07-26,90,7,659.6,544,Clothing
2024-07-27,8,14,185.65,446,Clothing
2024-07-28,93,15,549.58,74,Electronics
2024-07-29,26,7,984.82,10,Sports
2024-07-30,74,9,938.01,484,Clothing
2024-07-31,90,48,52.74,456,Clothing
2024-08-01,34,8,173.17,566,Books
2024-08-02,7,50,140.41,564,Sports
2024-08-03,68,23,728.72,660,Electronics
2024-08-04,58,29,819.61,160,Clothing
2024-08-05,75,18,221.38,882,Sports
2024-08-06,29,31,510.79,14,Sports
2024-08-07,36,30,842.3,178,Electronics
2024-08-08,89,39,735.47,412,Sports
2024-08-09,21,35,546.81,878,Sports
2024-08-10,36,18,594.44,53,Sports
2024-08-11,10,42,513.28,408,Clothing
2024-08-12,73,39,304.57,847,Electronics
2024-08-13,24,17,569.37,22,Sports
2024-08-14,64,14,692.0,30,Sports
2024-08-15,99,31,874.59,703,Clothing
2024-08-16,49,24,639.93,260,Electronics
2024-08-17,99,35,763.51,205,Books
2024-08-18,36,44,168.47,59,Clothing
2024-08-19,82,45,466.94,471,Electronics
2024-08-20,96,34,19.24,776,Sports
2024-08-21,24,3,254.21,466,Electronics
2024-08-22,23,37,729.2,12,Electronics
2024-08-23,62,43,991.89,631,Electronics
2024-08-24,96,40,108.19,927,Books
2024-08-25,37,26,407.48,974,Electronics
2024-08-26,12,23,802.07,290,Books
2024-08-27,55,44,212.0,850,Sports
2024-08-28,13,39,559.53,760,Books
2024-08-29,23,15,735.74,354,Sports
2024-08-30,89,49,619.83,639,Sports
2024-08-31,99,4,196.14,75,Books
2024-09-01,30,29,361.83,873,Clothing
2024-09-02,17,22,785.95,716,Home
2024-09-03,62,25,558.68,561,Electronics
2024-09-04,84,13,15.18,591,Home
2024-09-05,89,18,763.38,441,Electronics
2024-09-06,86,33,44.96,991,Electronics
2024-09-07,13,16,748.28,241,Sports
2024-09-08,59,45,210.46,861,Electronics
2024-09-09,19,42,958.49,154,Electronics
2024-09-10,49,44,374.26,786,Books
2024-09-11,100,2,333.66,96,Home
2024-09-12,12,35,157.4,726,Books
2024-09-13,61,42,312.55,294,Electronics
2024-09-14,19,34,877.88,209,Sports
2024-09-15,76,30,996.37,343,Books
2024-09-16,9,13,374.63,88,Books
2024-09-17,71,13,454.12,818,Clothing
2024-09-18,28,18,724.85,776,Electronics
2024-09-19,78,32,887.33,937,Sports
2024-09-20,95,32,597.11,390,Books
2024-09-21,52,35,397.61,325,Books
2024-09-22,83,39,418.5,940,Sports
2024-09-23,16,46,698.66,889,Electronics
2024-09-24,69,29,13.19,832,Clothing
2024-09-25,99,49,623.39,157,Books
2024-09-26,12,29,361.94,668,Clothing
2024-09-27,25,44,796.26,651,Home
2024-09-28,52,16,102.06,633,Electronics
2024-09-29,85,44,592.32,577,Home
2024-09-30,100,47,486.16,619,Home
2024-10-01,53,10,645.9,659,Home
2024-10-02,23,30,74.21,137,Electronics
2024-10-03,16,25,584.18,923,Electronics
2024-10-04,57,39,565.87,674,Sports
2024-10-05,39,20,565.05,428,Clothing
2024-10-06,53,5,607.45,452,Clothing
2024-10-07,42,1,679.7,612,Sports
2024-10-08,58,30,806.94,850,Sports
2024-10-09,39,49,277.12,911,Home
2024-10-10,14,3,826.8,819,Sports
2024-10-11,95,45,503.27,141,Books
2024-10-12,5,14,86.29,83,Clothing
2024-10-13,35,30,67.97,177,Sports
2024-10-14,87,50,340.9,198,Books
2024-10-15,93,4,787.05,624,Books
2024-10-16,75,18,710.6,568,Books
2024-10-17,18,37,790.73,972,Books
2024-10-18,76,25,522.1,691,Home
2024-10-19,9,48,445.8,421,Books
2024-10-20,74,1,155.98,401,Home
2024-10-21,58,46,334.91,698,Home
2024-10-22,17,15,439.68,471,Books
2024-10-23,7,9,97.71,218,Clothing
2024-10-24,46,15,228.41,925,Books
2024-10-25,13,49,602.24,929,Books
